14711,9
33314,13
35130,16
8354,5
12770,8
24142,13
4011,3
10130,6
15999,8
45809,17
5847,5
11172,8
18246,11
4958,3
7463,5
12959,8
6154,3
10307,5
18255,7
11036,4
18833,7
25972,11
6999,4
10598,6
18681,9
24910,12
6313,4
14855,7
20656,9
5546,3
13501,7
17338,10
27025,13
17116,7
25726,11
35852,16
48354,18
5433,3
13973,7
16143,9
2343,1
5853,4
12848,9
11134,5
18417,9
28350,11
33322,13
11672,6
26196,11
37131,16
11700,6
21413,9
31444,13
6439,3
15062,8
22504,12
4804,3
8368,6
16082,9
24586,13
2736,1
7404,5
12932,8
11753,8
12535,6
18007,8
23192,9
4933,4
9863,6
12115,8
3796,2
6724,5
9932,7
13429,10
17521,5
26001,11
32044,13
3805,14
7996,3
15393,6
16564,9
11270,5
21569,10
32991,13
6988,3
17282,7
22811,11
10808,6
16648,10
29893,13
4607,3
13377,8
21931,12
7225,4
15551,8
27333,12
3608,2
3688,14
7460,3
10198,6
16373,9
4084,3
10448,8
23367,10
38070,16
9407,4
18352,8
25565,12
8282,4
11418,7
13676,9
5495,2
12705,6
19731,10
7677,4
11943,7
16830,10
18618,11
7049,4
13274,7
24211,12
7381,5
14063,8
31612,13
5243,4
11250,6
20065,12
6302,3
16579,7
18794,10
20872,12
6623,4
9974,7
16344,11
13386,6
19217,8
28557,13
27891,13
18652,10
20036,16
44635,19
56628,19
4888,2
8763,5
18104,11
6015,14
6049,14
5918,14
10804,5
16664,9
23761,11
8625,5
13305,8
24600,12
5928,3
10518,6
19360,9
7008,7
17386,9
28088,13
21043,8
23698,11
42434,18
4130,2
8882,6
11929,8
3712,2
5365,4
8059,7
7712,4
13460,7
28812,13
5101,4
8269,6
12187,9
7703,4
15052,7
18692,9
5721,3
11536,7
15530,10
6501,5
10102,9
22695,12
8999,5
16438,8
33020,13
42347,17
43365,19
6343,4
12924,9
26066,12
6560,4
16189,9
81568,19
